Time (hr),Temperature (°c),Forecast (°c),Rain (mm),Rain (%),Cloud (%),Pressure (mb),Wind (km/h),Gust (km/h),Direction (deg),Moonrise (hr),Moonset (hr),Sunrise (hr),Sunset (hr),Weather,Date,Moonrise (min),Moonset (min),Sunrise (min),Sunset (min),Season
9,25,27,0.3,100.0,79.0,1014.0,19.0,27.0,220.3,01:22 PM,12:31 AM,06:40 AM,07:01 PM,Light rain shower,2024-08-13,802.0,751.0,400,1141,wet
12,27,29,0.1,100.0,83.0,1014.0,23.0,31.0,219.2,01:22 PM,12:31 AM,06:40 AM,07:01 PM,Light rain shower,2024-08-13,802.0,751.0,400,1141,wet
15,27,29,0.0,45.0,68.0,1012.0,26.0,30.0,219.4,01:22 PM,12:31 AM,06:40 AM,07:01 PM,Light rain shower,2024-08-13,802.0,751.0,400,1141,wet
18,26,28,0.0,45.0,70.0,1012.0,23.0,31.0,221.7,01:22 PM,12:31 AM,06:40 AM,07:01 PM,Light rain shower,2024-08-13,802.0,751.0,400,1141,wet
21,25,27,0.0,0.0,63.0,1014.0,21.0,29.0,223.6,01:22 PM,12:31 AM,06:40 AM,07:01 PM,Light rain shower,2024-08-13,802.0,751.0,400,1141,wet
0,26,28,0.0,45.0,40.0,1014.0,15.0,21.0,225.7,12:31 PM,No moonset,06:40 AM,07:01 PM,Light rain shower,2024-08-12,1471.0,,400,1141,wet
3,25,27,0.0,45.0,57.0,1012.0,17.0,24.0,247.0,12:31 PM,No moonset,06:40 AM,07:01 PM,Light rain shower,2024-08-12,1471.0,,400,1141,wet
6,25,27,0.0,45.0,92.0,1013.0,18.0,25.0,240.5,12:31 PM,No moonset,06:40 AM,07:01 PM,Light rain shower,2024-08-12,1471.0,,400,1141,wet
9,25,28,0.0,45.0,94.0,1014.0,19.0,25.0,232.5,12:31 PM,No moonset,06:40 AM,07:01 PM,Light rain shower,2024-08-12,1471.0,,400,1141,wet
12,26,29,0.2,100.0,100.0,1014.0,21.0,28.0,230.8,12:31 PM,No moonset,06:40 AM,07:01 PM,Light rain shower,2024-08-12,1471.0,,400,1141,wet
15,26,29,0.1,45.0,83.0,1011.0,23.0,31.0,226.1,12:31 PM,No moonset,06:40 AM,07:01 PM,Light rain shower,2024-08-12,1471.0,,400,1141,wet
18,26,28,0.0,45.0,57.0,1011.0,22.0,31.0,227.1,12:31 PM,No moonset,06:40 AM,07:01 PM,Light rain shower,2024-08-12,1471.0,,400,1141,wet
21,25,27,0.0,45.0,65.0,1013.0,21.0,29.0,217.9,12:31 PM,No moonset,06:40 AM,07:01 PM,Light rain shower,2024-08-12,1471.0,,400,1141,wet
0,25,27,0.0,0.0,34.0,1014.0,17.0,26.0,231.4,11:44 AM,11:48 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-11,704.0,1428.0,400,1142,wet
3,24,26,0.0,0.0,43.0,1013.0,16.0,25.0,224.5,11:44 AM,11:48 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-11,704.0,1428.0,400,1142,wet
6,24,26,0.0,0.0,45.0,1014.0,14.0,21.0,228.0,11:44 AM,11:48 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-11,704.0,1428.0,400,1142,wet
9,26,28,0.0,0.0,40.0,1015.0,17.0,21.0,227.5,11:44 AM,11:48 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-11,704.0,1428.0,400,1142,wet
12,28,30,0.0,45.0,47.0,1014.0,19.0,22.0,217.2,11:44 AM,11:48 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-11,704.0,1428.0,400,1142,wet
15,27,29,0.0,45.0,38.0,1012.0,23.0,29.0,218.2,11:44 AM,11:48 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-11,704.0,1428.0,400,1142,wet
18,26,28,0.0,0.0,25.0,1011.0,21.0,27.0,216.7,11:44 AM,11:48 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-11,704.0,1428.0,400,1142,wet
21,25,27,0.0,45.0,84.0,1013.0,18.0,26.0,222.1,11:44 AM,11:48 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-11,704.0,1428.0,400,1142,wet
0,24,26,0.0,0.0,12.0,1014.0,14.0,22.0,233.8,11:00 AM,11:08 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-10,660.0,1388.0,400,1142,wet
3,24,26,0.0,0.0,11.0,1013.0,16.0,25.0,246.8,11:00 AM,11:08 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-10,660.0,1388.0,400,1142,wet
6,24,26,0.0,0.0,37.0,1013.0,15.0,23.0,244.5,11:00 AM,11:08 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-10,660.0,1388.0,400,1142,wet
9,25,27,0.0,45.0,79.0,1015.0,18.0,23.0,237.7,11:00 AM,11:08 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-10,660.0,1388.0,400,1142,wet
12,27,29,0.0,45.0,69.0,1015.0,22.0,25.0,216.1,11:00 AM,11:08 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-10,660.0,1388.0,400,1142,wet
15,27,29,0.0,45.0,64.0,1012.0,23.0,26.0,220.7,11:00 AM,11:08 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-10,660.0,1388.0,400,1142,wet
18,26,28,0.0,45.0,75.0,1012.0,20.0,27.0,223.5,11:00 AM,11:08 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-10,660.0,1388.0,400,1142,wet
21,24,26,0.0,0.0,48.0,1014.0,17.0,24.0,216.2,11:00 AM,11:08 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-10,660.0,1388.0,400,1142,wet
0,24,26,0.0,45.0,66.0,1014.0,15.0,23.0,227.2,10:17 AM,10:30 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-09,617.0,1350.0,400,1142,wet
3,24,26,0.0,0.0,62.0,1013.0,13.0,20.0,238.0,10:17 AM,10:30 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-09,617.0,1350.0,400,1142,wet
6,23,25,0.0,45.0,62.0,1013.0,14.0,21.0,242.1,10:17 AM,10:30 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-09,617.0,1350.0,400,1142,wet
9,25,27,0.0,45.0,82.0,1015.0,14.0,18.0,224.1,10:17 AM,10:30 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-09,617.0,1350.0,400,1142,wet
12,27,28,0.0,45.0,56.0,1015.0,15.0,18.0,211.3,10:17 AM,10:30 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-09,617.0,1350.0,400,1142,wet
15,28,29,0.0,45.0,68.0,1012.0,21.0,24.0,213.3,10:17 AM,10:30 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-09,617.0,1350.0,400,1142,wet
18,26,28,0.0,45.0,50.0,1012.0,20.0,27.0,230.1,10:17 AM,10:30 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-09,617.0,1350.0,400,1142,wet
21,25,27,0.0,0.0,9.0,1014.0,18.0,27.0,223.5,10:17 AM,10:30 PM,06:40 AM,07:02 PM,Patchy rain possible,2024-08-09,617.0,1350.0,400,1142,wet
0,24,26,0.0,0.0,38.0,1014.0,15.0,23.0,235.4,09:36 AM,09:54 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-08,576.0,1314.0,400,1143,wet
3,24,26,0.0,45.0,46.0,1013.0,14.0,21.0,234.5,09:36 AM,09:54 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-08,576.0,1314.0,400,1143,wet
6,24,26,0.0,45.0,56.0,1013.0,14.0,21.0,233.0,09:36 AM,09:54 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-08,576.0,1314.0,400,1143,wet
9,26,27,0.0,45.0,87.0,1015.0,17.0,21.0,225.4,09:36 AM,09:54 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-08,576.0,1314.0,400,1143,wet
12,26,28,0.0,45.0,84.0,1014.0,19.0,25.0,214.8,09:36 AM,09:54 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-08,576.0,1314.0,400,1143,wet
15,26,28,0.0,45.0,72.0,1012.0,21.0,25.0,213.1,09:36 AM,09:54 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-08,576.0,1314.0,400,1143,wet
18,26,27,0.0,45.0,77.0,1012.0,19.0,25.0,214.3,09:36 AM,09:54 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-08,576.0,1314.0,400,1143,wet
21,25,27,0.0,45.0,61.0,1013.0,16.0,23.0,222.7,09:36 AM,09:54 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-08,576.0,1314.0,400,1143,wet
0,24,26,0.0,45.0,81.0,1013.0,19.0,28.0,222.3,08:54 AM,09:18 PM,06:40 AM,07:03 PM,Light rain shower,2024-08-07,534.0,1278.0,400,1143,wet
3,24,26,0.1,45.0,100.0,1012.0,17.0,25.0,222.8,08:54 AM,09:18 PM,06:40 AM,07:03 PM,Light rain shower,2024-08-07,534.0,1278.0,400,1143,wet
6,24,26,0.7,100.0,72.0,1013.0,15.0,23.0,232.2,08:54 AM,09:18 PM,06:40 AM,07:03 PM,Light rain shower,2024-08-07,534.0,1278.0,400,1143,wet
9,24,26,0.1,45.0,86.0,1015.0,15.0,22.0,231.0,08:54 AM,09:18 PM,06:40 AM,07:03 PM,Light rain shower,2024-08-07,534.0,1278.0,400,1143,wet
12,24,26,0.1,100.0,76.0,1015.0,16.0,22.0,238.1,08:54 AM,09:18 PM,06:40 AM,07:03 PM,Light rain shower,2024-08-07,534.0,1278.0,400,1143,wet
15,25,27,0.0,45.0,63.0,1012.0,17.0,24.0,236.6,08:54 AM,09:18 PM,06:40 AM,07:03 PM,Light rain shower,2024-08-07,534.0,1278.0,400,1143,wet
18,25,27,0.1,45.0,53.0,1012.0,15.0,21.0,238.9,08:54 AM,09:18 PM,06:40 AM,07:03 PM,Light rain shower,2024-08-07,534.0,1278.0,400,1143,wet
21,24,26,0.0,45.0,57.0,1013.0,15.0,24.0,242.5,08:54 AM,09:18 PM,06:40 AM,07:03 PM,Light rain shower,2024-08-07,534.0,1278.0,400,1143,wet
0,25,27,0.0,0.0,49.0,1015.0,17.0,25.0,214.8,08:11 AM,08:41 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-06,491.0,1241.0,400,1143,wet
3,25,27,0.0,0.0,36.0,1013.0,18.0,26.0,223.6,08:11 AM,08:41 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-06,491.0,1241.0,400,1143,wet
6,24,26,0.0,45.0,77.0,1014.0,15.0,23.0,229.3,08:11 AM,08:41 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-06,491.0,1241.0,400,1143,wet
9,26,28,0.0,45.0,98.0,1015.0,19.0,24.0,224.1,08:11 AM,08:41 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-06,491.0,1241.0,400,1143,wet
12,26,28,0.1,45.0,100.0,1014.0,21.0,27.0,220.5,08:11 AM,08:41 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-06,491.0,1241.0,400,1143,wet
15,26,28,0.1,100.0,100.0,1012.0,20.0,26.0,223.4,08:11 AM,08:41 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-06,491.0,1241.0,400,1143,wet
18,25,27,0.0,45.0,77.0,1012.0,22.0,30.0,228.4,08:11 AM,08:41 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-06,491.0,1241.0,400,1143,wet
21,25,27,0.1,45.0,94.0,1014.0,18.0,26.0,229.5,08:11 AM,08:41 PM,06:40 AM,07:03 PM,Patchy rain possible,2024-08-06,491.0,1241.0,400,1143,wet
0,25,27,0.0,0.0,12.0,1016.0,13.0,20.0,218.4,07:25 AM,08:02 PM,06:40 AM,07:03 PM,Cloudy,2024-08-05,445.0,1202.0,400,1143,wet
3,24,26,0.0,0.0,26.0,1014.0,12.0,19.0,230.6,07:25 AM,08:02 PM,06:40 AM,07:03 PM,Cloudy,2024-08-05,445.0,1202.0,400,1143,wet
6,24,26,0.0,0.0,51.0,1015.0,10.0,16.0,241.7,07:25 AM,08:02 PM,06:40 AM,07:03 PM,Cloudy,2024-08-05,445.0,1202.0,400,1143,wet
9,26,28,0.0,0.0,55.0,1016.0,12.0,15.0,234.2,07:25 AM,08:02 PM,06:40 AM,07:03 PM,Cloudy,2024-08-05,445.0,1202.0,400,1143,wet
12,28,30,0.0,45.0,38.0,1015.0,18.0,21.0,215.6,07:25 AM,08:02 PM,06:40 AM,07:03 PM,Cloudy,2024-08-05,445.0,1202.0,400,1143,wet
15,26,28,0.0,0.0,58.0,1013.0,23.0,30.0,210.2,07:25 AM,08:02 PM,06:40 AM,07:03 PM,Cloudy,2024-08-05,445.0,1202.0,400,1143,wet
18,26,27,0.0,0.0,56.0,1013.0,24.0,32.0,208.9,07:25 AM,08:02 PM,06:40 AM,07:03 PM,Cloudy,2024-08-05,445.0,1202.0,400,1143,wet
21,25,26,0.0,45.0,76.0,1015.0,21.0,29.0,208.2,07:25 AM,08:02 PM,06:40 AM,07:03 PM,Cloudy,2024-08-05,445.0,1202.0,400,1143,wet
0,24,27,0.0,0.0,31.0,1016.0,13.0,20.0,221.1,06:36 AM,07:20 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-04,396.0,1160.0,400,1144,wet
3,25,27,0.0,0.0,70.0,1015.0,14.0,21.0,230.2,06:36 AM,07:20 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-04,396.0,1160.0,400,1144,wet
6,24,26,0.0,45.0,59.0,1016.0,14.0,21.0,234.3,06:36 AM,07:20 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-04,396.0,1160.0,400,1144,wet
9,26,28,0.0,45.0,84.0,1018.0,14.0,18.0,245.6,06:36 AM,07:20 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-04,396.0,1160.0,400,1144,wet
12,28,30,0.0,45.0,43.0,1017.0,18.0,21.0,222.9,06:36 AM,07:20 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-04,396.0,1160.0,400,1144,wet
15,28,30,0.0,45.0,34.0,1014.0,22.0,27.0,209.9,06:36 AM,07:20 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-04,396.0,1160.0,400,1144,wet
18,27,28,0.0,0.0,21.0,1014.0,22.0,30.0,212.8,06:36 AM,07:20 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-04,396.0,1160.0,400,1144,wet
21,25,27,0.0,0.0,29.0,1016.0,17.0,25.0,206.0,06:36 AM,07:20 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-04,396.0,1160.0,400,1144,wet
0,25,27,0.0,45.0,78.0,1014.0,12.0,19.0,231.4,05:44 AM,06:33 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-03,344.0,1113.0,400,1144,wet
3,24,26,0.0,45.0,51.0,1013.0,12.0,19.0,240.7,05:44 AM,06:33 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-03,344.0,1113.0,400,1144,wet
6,24,26,0.0,45.0,71.0,1014.0,11.0,16.0,248.9,05:44 AM,06:33 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-03,344.0,1113.0,400,1144,wet
9,26,28,0.0,45.0,32.0,1016.0,11.0,14.0,234.8,05:44 AM,06:33 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-03,344.0,1113.0,400,1144,wet
12,28,30,0.0,45.0,83.0,1015.0,16.0,19.0,211.7,05:44 AM,06:33 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-03,344.0,1113.0,400,1144,wet
15,27,29,0.0,45.0,26.0,1013.0,18.0,23.0,210.0,05:44 AM,06:33 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-03,344.0,1113.0,400,1144,wet
18,26,28,0.0,45.0,19.0,1013.0,19.0,26.0,217.3,05:44 AM,06:33 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-03,344.0,1113.0,400,1144,wet
21,25,27,0.0,0.0,23.0,1015.0,17.0,25.0,216.8,05:44 AM,06:33 PM,06:40 AM,07:04 PM,Patchy rain possible,2024-08-03,344.0,1113.0,400,1144,wet
0,24,26,0.5,100.0,100.0,1015.0,18.0,27.0,223.7,04:47 AM,05:43 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-02,287.0,1063.0,400,1144,wet
3,24,26,0.8,100.0,100.0,1013.0,17.0,25.0,229.8,04:47 AM,05:43 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-02,287.0,1063.0,400,1144,wet
6,24,26,0.8,100.0,100.0,1014.0,14.0,24.0,232.4,04:47 AM,05:43 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-02,287.0,1063.0,400,1144,wet
9,25,27,0.7,100.0,100.0,1016.0,15.0,21.0,225.6,04:47 AM,05:43 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-02,287.0,1063.0,400,1144,wet
12,26,28,0.4,100.0,89.0,1014.0,19.0,32.0,208.7,04:47 AM,05:43 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-02,287.0,1063.0,400,1144,wet
15,26,29,0.2,100.0,71.0,1013.0,21.0,27.0,207.3,04:47 AM,05:43 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-02,287.0,1063.0,400,1144,wet
18,26,28,0.0,45.0,54.0,1013.0,19.0,25.0,212.6,04:47 AM,05:43 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-02,287.0,1063.0,400,1144,wet
21,25,27,0.0,45.0,69.0,1014.0,14.0,21.0,213.2,04:47 AM,05:43 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-02,287.0,1063.0,400,1144,wet
0,24,27,0.0,45.0,84.0,1014.0,19.0,28.0,224.0,03:50 AM,04:47 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-01,230.0,1007.0,400,1144,wet
3,24,26,0.1,100.0,100.0,1013.0,18.0,26.0,227.3,03:50 AM,04:47 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-01,230.0,1007.0,400,1144,wet
6,24,26,0.3,100.0,100.0,1014.0,18.0,27.0,235.2,03:50 AM,04:47 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-01,230.0,1007.0,400,1144,wet
9,24,26,0.2,100.0,73.0,1016.0,16.0,22.0,241.4,03:50 AM,04:47 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-01,230.0,1007.0,400,1144,wet
12,25,27,0.1,45.0,96.0,1015.0,18.0,25.0,237.0,03:50 AM,04:47 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-01,230.0,1007.0,400,1144,wet
15,25,27,0.2,100.0,90.0,1012.0,21.0,28.0,232.9,03:50 AM,04:47 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-01,230.0,1007.0,400,1144,wet
18,25,27,0.3,100.0,94.0,1012.0,22.0,30.0,223.0,03:50 AM,04:47 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-01,230.0,1007.0,400,1144,wet
21,24,27,0.2,100.0,100.0,1014.0,20.0,28.0,218.8,03:50 AM,04:47 PM,06:40 AM,07:04 PM,Light rain shower,2024-08-01,230.0,1007.0,400,1144,wet
0,25,27,0.0,45.0,84.0,1014.0,17.0,25.0,233.6,02:53 AM,03:50 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-31,173.0,950.0,400,1145,wet
3,24,26,0.3,100.0,100.0,1013.0,17.0,24.0,234.0,02:53 AM,03:50 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-31,173.0,950.0,400,1145,wet
6,24,26,0.2,100.0,100.0,1014.0,15.0,23.0,244.8,02:53 AM,03:50 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-31,173.0,950.0,400,1145,wet
9,25,27,0.1,45.0,100.0,1015.0,18.0,25.0,243.0,02:53 AM,03:50 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-31,173.0,950.0,400,1145,wet
12,27,29,0.4,100.0,100.0,1014.0,21.0,27.0,230.9,02:53 AM,03:50 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-31,173.0,950.0,400,1145,wet
15,26,29,0.1,45.0,99.0,1012.0,23.0,30.0,223.9,02:53 AM,03:50 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-31,173.0,950.0,400,1145,wet
18,25,28,0.0,45.0,95.0,1012.0,23.0,31.0,224.2,02:53 AM,03:50 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-31,173.0,950.0,400,1145,wet
21,25,27,0.0,45.0,90.0,1014.0,20.0,29.0,225.9,02:53 AM,03:50 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-31,173.0,950.0,400,1145,wet
0,25,27,0.0,0.0,59.0,1015.0,15.0,23.0,244.2,01:58 AM,02:51 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-30,118.0,891.0,400,1145,wet
3,24,26,0.0,0.0,66.0,1013.0,16.0,24.0,243.8,01:58 AM,02:51 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-30,118.0,891.0,400,1145,wet
6,24,26,0.0,0.0,76.0,1014.0,16.0,24.0,257.3,01:58 AM,02:51 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-30,118.0,891.0,400,1145,wet
9,26,28,0.0,45.0,56.0,1016.0,19.0,24.0,243.8,01:58 AM,02:51 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-30,118.0,891.0,400,1145,wet
12,28,30,0.0,45.0,59.0,1015.0,21.0,26.0,234.0,01:58 AM,02:51 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-30,118.0,891.0,400,1145,wet
15,27,29,0.0,45.0,78.0,1013.0,23.0,31.0,224.9,01:58 AM,02:51 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-30,118.0,891.0,400,1145,wet
18,26,28,0.0,0.0,26.0,1012.0,20.0,29.0,227.3,01:58 AM,02:51 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-30,118.0,891.0,400,1145,wet
21,25,27,0.0,0.0,54.0,1014.0,18.0,27.0,229.8,01:58 AM,02:51 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-30,118.0,891.0,400,1145,wet
0,25,27,0.0,45.0,73.0,1014.0,20.0,29.0,224.3,01:06 AM,01:53 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-29,66.0,833.0,400,1145,wet
3,24,26,0.0,45.0,81.0,1013.0,15.0,23.0,221.9,01:06 AM,01:53 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-29,66.0,833.0,400,1145,wet
6,24,26,0.0,45.0,84.0,1014.0,14.0,22.0,233.4,01:06 AM,01:53 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-29,66.0,833.0,400,1145,wet
9,26,28,0.0,45.0,70.0,1016.0,15.0,21.0,226.4,01:06 AM,01:53 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-29,66.0,833.0,400,1145,wet
12,27,29,0.1,45.0,100.0,1015.0,19.0,25.0,229.5,01:06 AM,01:53 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-29,66.0,833.0,400,1145,wet
15,27,29,0.0,45.0,67.0,1013.0,22.0,30.0,232.0,01:06 AM,01:53 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-29,66.0,833.0,400,1145,wet
18,26,29,0.0,45.0,59.0,1013.0,22.0,30.0,230.9,01:06 AM,01:53 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-29,66.0,833.0,400,1145,wet
21,25,27,0.0,0.0,46.0,1015.0,19.0,28.0,240.0,01:06 AM,01:53 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-29,66.0,833.0,400,1145,wet
0,25,27,0.0,0.0,54.0,1015.0,19.0,28.0,226.5,12:17 AM,12:57 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-28,737.0,1497.0,400,1145,wet
3,24,26,0.1,45.0,100.0,1014.0,19.0,28.0,234.7,12:17 AM,12:57 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-28,737.0,1497.0,400,1145,wet
6,24,27,0.1,45.0,100.0,1015.0,19.0,28.0,232.1,12:17 AM,12:57 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-28,737.0,1497.0,400,1145,wet
9,25,27,0.1,100.0,100.0,1016.0,20.0,28.0,232.8,12:17 AM,12:57 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-28,737.0,1497.0,400,1145,wet
12,25,27,0.1,100.0,100.0,1016.0,21.0,29.0,232.6,12:17 AM,12:57 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-28,737.0,1497.0,400,1145,wet
15,25,27,0.2,100.0,100.0,1014.0,20.0,28.0,238.9,12:17 AM,12:57 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-28,737.0,1497.0,400,1145,wet
18,25,27,0.0,45.0,97.0,1013.0,21.0,30.0,230.5,12:17 AM,12:57 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-28,737.0,1497.0,400,1145,wet
21,24,27,0.0,45.0,99.0,1015.0,19.0,28.0,232.0,12:17 AM,12:57 PM,06:40 AM,07:05 PM,Light rain shower,2024-07-28,737.0,1497.0,400,1145,wet
0,25,27,0.0,45.0,71.0,1016.0,18.0,27.0,232.2,No moonrise,12:04 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-27,,1444.0,400,1145,wet
3,24,26,0.0,0.0,56.0,1014.0,18.0,27.0,236.1,No moonrise,12:04 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-27,,1444.0,400,1145,wet
6,24,26,0.0,45.0,66.0,1015.0,17.0,26.0,241.8,No moonrise,12:04 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-27,,1444.0,400,1145,wet
9,25,27,0.0,45.0,76.0,1016.0,17.0,23.0,236.7,No moonrise,12:04 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-27,,1444.0,400,1145,wet
12,27,29,0.0,45.0,82.0,1015.0,22.0,26.0,225.5,No moonrise,12:04 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-27,,1444.0,400,1145,wet
15,27,29,0.0,45.0,71.0,1014.0,22.0,28.0,218.3,No moonrise,12:04 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-27,,1444.0,400,1145,wet
18,26,28,0.0,0.0,58.0,1013.0,21.0,29.0,214.3,No moonrise,12:04 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-27,,1444.0,400,1145,wet
21,25,27,0.0,0.0,58.0,1015.0,19.0,28.0,220.2,No moonrise,12:04 PM,06:40 AM,07:05 PM,Patchy rain possible,2024-07-27,,1444.0,400,1145,wet
0,25,27,0.0,45.0,81.0,1015.0,20.0,29.0,220.7,11:31 PM,11:11 AM,06:39 AM,07:05 PM,Patchy rain possible,2024-07-26,1411.0,671.0,399,1145,wet
3,24,26,0.1,100.0,96.0,1014.0,18.0,27.0,230.3,11:31 PM,11:11 AM,06:39 AM,07:05 PM,Patchy rain possible,2024-07-26,1411.0,671.0,399,1145,wet
6,24,26,0.1,45.0,100.0,1014.0,18.0,27.0,234.0,11:31 PM,11:11 AM,06:39 AM,07:05 PM,Patchy rain possible,2024-07-26,1411.0,671.0,399,1145,wet
9,25,27,0.1,45.0,100.0,1016.0,18.0,24.0,233.8,11:31 PM,11:11 AM,06:39 AM,07:05 PM,Patchy rain possible,2024-07-26,1411.0,671.0,399,1145,wet
12,26,28,0.1,100.0,100.0,1016.0,19.0,26.0,225.1,11:31 PM,11:11 AM,06:39 AM,07:05 PM,Patchy rain possible,2024-07-26,1411.0,671.0,399,1145,wet
